Mod:Item:MetaData, Localized Name
mekanism:generator:0, Heat Generator
mekanism:generator:1, Solar Generator
mekanism:generator:3, Gas-Burning Generator
mekanism:generator:4, Bio-Generator
mekanism:generator:5, Advanced Solar Generator
mekanism:generator:6, Wind Generator
mekanism:generator:7, Turbine Rotor
mekanism:generator:8, Turbine Rotational Complex
mekanism:generator:9, Turbine Coil
mekanism:generator:10, Turbine Casing
mekanism:generator:11, Turbine Valve
mekanism:generator:12, Turbine Vent
mekanism:generator:13, Turbine Saturating Condenser
mekanism:generator2:0, Fission Reactor Casing
mekanism:generator2:1, Fission Reactor Port
mekanism:generator2:2, Fission Fuel Assembly
mekanism:generator2:3, Fission Control Rod Assembly
mekanism:generator2:4, Fission Reactor Logic Adapter
mekanism:reactor:0, Fussion Reactor Controller
mekanism:reactor:1, Fussion Reactor Casing
mekanism:reactor:2, Fussion Reactor Port
mekanism:reactor:3, Fussion Reactor Adapter
mekanism:reactorglass:0, Fussion Reactor Glass
mekanism:reactorglass:1, Laser Focus Matrix
mekanism:gas_adsorption_fractionation_module, Gas Cleaning Module
mekanism:high_frequency_fusion_molding_module, Plasma nozzle module
mekanism:laserlenses, Laser Lenses
mekanism:advanced_electrolysis_core, Advanced electrolysis core
mekanism:largeelectrolyticseparator, Large Electrolytic Separator
mekanism:largechemicalinfuser, Large Chemical Infuser
mekanism:largechemicalwasher, Large Chemical Washer
mekanism:largewindgenerator, Large Wind Generator
mekanism:largegasgenerator, Large Gas-Burning Generator
mekanism:largesolarneutronactivator, Large Solar Neutron Activator
mekanism:woodpaxel, Wood Paxel
mekanism:stonepaxel, Stone Paxel
mekanism:ironpaxel, Iron Paxel
mekanism:diamondpaxel, Diamond Paxel
mekanism:goldpaxel, Gold Paxel
mekanism:glowstonepickaxe, Glowstone Pickaxe
mekanism:glowstoneaxe, Glowstone Axe
mekanism:glowstoneshovel, Glowstone Shovel
mekanism:glowstonehoe, Glowstone Hoe
mekanism:glowstonesword, Glowstone Sword
mekanism:glowstonepaxel, Glowstone Paxel
mekanism:glowstonehelmet, Glowstone Helmet
mekanism:glowstonechestplate, Glowstone Chestplate
mekanism:glowstoneleggings, Glowstone Leggings
mekanism:glowstoneboots, Glowstone Boots
mekanism:glowstoneshield, Glowstone Shield
mekanism:bronzepickaxe, Bronze Pickaxe
mekanism:bronzeaxe, Bronze Axe
mekanism:bronzeshovel, Bronze Shovel
mekanism:bronzehoe, Bronze Hoe
mekanism:bronzesword, Bronze Sword
mekanism:bronzepaxel, Bronze Paxel
mekanism:bronzehelmet, Bronze Helmet
mekanism:bronzechestplate, Bronze Chestplate
mekanism:bronzeleggings, Bronze Leggings
mekanism:bronzeboots, Bronze Boots
mekanism:bronzeshield, Bronze Shield
mekanism:osmiumpickaxe, Osmium Pickaxe
mekanism:osmiumaxe, Osmium Axe
mekanism:osmiumshovel, Osmium Shovel
mekanism:osmiumhoe, Osmium Hoe
mekanism:osmiumsword, Osmium Sword
mekanism:osmiumpaxel, Osmium Paxel
mekanism:osmiumhelmet, Osmium Helmet
mekanism:osmiumchestplate, Osmium Chestplate
mekanism:osmiumleggings, Osmium Leggings
mekanism:osmiumboots, Osmium Boots
mekanism:osmiumshield, Osmium Shield
mekanism:obsidianpickaxe, Obsidian Pickaxe
mekanism:obsidianaxe, Obsidian Axe
mekanism:obsidianshovel, Obsidian Shovel
mekanism:obsidianhoe, Obsidian Hoe
mekanism:obsidiansword, Obsidian Sword
mekanism:obsidianpaxel, Obsidian Paxel
mekanism:obsidianhelmet, Obsidian Helmet
mekanism:obsidianchestplate, Obsidian Chestplate
mekanism:obsidianleggings, Obsidian Leggings
mekanism:obsidianboots, Obsidian Boots
mekanism:obsidianshield, Obsidian Shield
mekanism:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanism:lapislazuliaxe, Lapis Lazuli Axe
mekanism:lapislazulishovel, Lapis Lazuli Shovel
mekanism:lapislazulihoe, Lapis Lazuli Hoe
mekanism:lapislazulisword, Lapis Lazuli Sword
mekanism:lapislazulipaxel, Lapis Lazuli Paxel
mekanism:lapislazulihelmet, Lapis Lazuli Helmet
mekanism:lapislazulichestplate, Lapis Lazuli Chestplate
mekanism:lapislazulileggings, Lapis Lazuli Leggings
mekanism:lapislazuliboots, Lapis Lazuli Boots
mekanism:lapisshield, Lapis Lazuli Shield
mekanism:steelpickaxe, Steel Pickaxe
mekanism:steelaxe, Steel Axe
mekanism:steelshovel, Steel Shovel
mekanism:steelhoe, Steel Hoe
mekanism:steelsword, Steel Sword
mekanism:steelpaxel, Steel Paxel
mekanism:steelhelmet, Steel Helmet
mekanism:steelchestplate, Steel Chestplate
mekanism:steelleggings, Steel Leggings
mekanism:steelboots, Steel Boots
mekanism:steelshield, Steel Shield
zerocore:debugtool, Debug Tool
newtechindustrial:industrial_casing, tile.newtechindustrial.industrial_casing.name
newtechindustrial:cuboid_player, tile.newtechindustrial.cuboid_player.name
newtechindustrial:cuboid_vip, tile.newtechindustrial.cuboid_vip.name
newtechindustrial:cuboid_svip, tile.newtechindustrial.cuboid_svip.name
newtechindustrial:cuboid_evip, tile.newtechindustrial.cuboid_evip.name
newtechindustrial:infested_leaves, tile.infested_leaves.name
newtechindustrial:compressed_cobblestone:0, tile.newtechindustrial.compressed_cobblestone_1.name
newtechindustrial:compressed_cobblestone:1, tile.newtechindustrial.compressed_cobblestone_2.name
newtechindustrial:compressed_cobblestone:2, tile.newtechindustrial.compressed_cobblestone_3.name
newtechindustrial:compressed_cobblestone:3, tile.newtechindustrial.compressed_cobblestone_4.name
newtechindustrial:compressed_cobblestone:4, tile.newtechindustrial.compressed_cobblestone_5.name
newtechindustrial:compressed_cobblestone:5, tile.newtechindustrial.compressed_cobblestone_6.name
newtechindustrial:compressed_cobblestone:6, tile.newtechindustrial.compressed_cobblestone_7.name
newtechindustrial:compressed_cobblestone:7, tile.newtechindustrial.compressed_cobblestone_8.name
newtechindustrial:compressed_sand:0, tile.newtechindustrial.compressed_sand_1.name
newtechindustrial:compressed_sand:1, tile.newtechindustrial.compressed_sand_2.name
newtechindustrial:compressed_sand:2, tile.newtechindustrial.compressed_sand_3.name
newtechindustrial:compressed_sand:3, tile.newtechindustrial.compressed_sand_4.name
newtechindustrial:compressed_sand:4, tile.newtechindustrial.compressed_sand_5.name
newtechindustrial:compressed_sand:5, tile.newtechindustrial.compressed_sand_6.name
newtechindustrial:compressed_sand:6, tile.newtechindustrial.compressed_sand_7.name
newtechindustrial:compressed_sand:7, tile.newtechindustrial.compressed_sand_8.name
newtechindustrial:compressed_dirt:0, tile.newtechindustrial.compressed_dirt_1.name
newtechindustrial:compressed_dirt:1, tile.newtechindustrial.compressed_dirt_2.name
newtechindustrial:compressed_dirt:2, tile.newtechindustrial.compressed_dirt_3.name
newtechindustrial:compressed_dirt:3, tile.newtechindustrial.compressed_dirt_4.name
newtechindustrial:compressed_dirt:4, tile.newtechindustrial.compressed_dirt_5.name
newtechindustrial:compressed_dirt:5, tile.newtechindustrial.compressed_dirt_6.name
newtechindustrial:compressed_dirt:6, tile.newtechindustrial.compressed_dirt_7.name
newtechindustrial:compressed_dirt:7, tile.newtechindustrial.compressed_dirt_8.name
newtechindustrial:compressed_netherrack:0, tile.newtechindustrial.compressed_netherrack_1.name
newtechindustrial:compressed_netherrack:1, tile.newtechindustrial.compressed_netherrack_2.name
newtechindustrial:compressed_netherrack:2, tile.newtechindustrial.compressed_netherrack_3.name
newtechindustrial:compressed_netherrack:3, tile.newtechindustrial.compressed_netherrack_4.name
newtechindustrial:compressed_netherrack:4, tile.newtechindustrial.compressed_netherrack_5.name
newtechindustrial:compressed_netherrack:5, tile.newtechindustrial.compressed_netherrack_6.name
newtechindustrial:compressed_netherrack:6, tile.newtechindustrial.compressed_netherrack_7.name
newtechindustrial:compressed_netherrack:7, tile.newtechindustrial.compressed_netherrack_8.name
newtechindustrial:crystal_black_block, tile.newtechindustrial.crystal_black_block.name
newtechindustrial:crystal_casing_black, tile.newtechindustrial.crystal_casing_black.name
newtechindustrial:crystal_glass_black, tile.newtechindustrial.crystal_glass_black.name
newtechindustrial:crystal_reinforced_glass_black, tile.newtechindustrial.crystal_reinforced_glass_black.name
newtechindustrial:crystal_lamp_black, tile.newtechindustrial.crystal_lamp_black.name
newtechindustrial:crystal_lamp_comp_black, tile.newtechindustrial.crystal_lamp_comp_black.name
newtechindustrial:crystal_plated_black, tile.newtechindustrial.crystal_plated_black.name
newtechindustrial:crystal_hexa_black, tile.newtechindustrial.crystal_hexa_black.name
newtechindustrial:crystal_blue_block, tile.newtechindustrial.crystal_blue_block.name
newtechindustrial:crystal_casing_blue, tile.newtechindustrial.crystal_casing_blue.name
newtechindustrial:crystal_glass_blue, tile.newtechindustrial.crystal_glass_blue.name
newtechindustrial:crystal_reinforced_glass_blue, tile.newtechindustrial.crystal_reinforced_glass_blue.name
newtechindustrial:crystal_lamp_blue, tile.newtechindustrial.crystal_lamp_blue.name
newtechindustrial:crystal_lamp_comp_blue, tile.newtechindustrial.crystal_lamp_comp_blue.name
newtechindustrial:crystal_plated_blue, tile.newtechindustrial.crystal_plated_blue.name
newtechindustrial:crystal_hexa_blue, tile.newtechindustrial.crystal_hexa_blue.name
newtechindustrial:crystal_green_block, tile.newtechindustrial.crystal_green_block.name
newtechindustrial:crystal_casing_green, tile.newtechindustrial.crystal_casing_green.name
newtechindustrial:crystal_glass_green, tile.newtechindustrial.crystal_glass_green.name
newtechindustrial:crystal_reinforced_glass_green, tile.newtechindustrial.crystal_reinforced_glass_green.name
newtechindustrial:crystal_lamp_green, tile.newtechindustrial.crystal_lamp_green.name
newtechindustrial:crystal_lamp_comp_green, tile.newtechindustrial.crystal_lamp_comp_green.name
newtechindustrial:crystal_plated_green, tile.newtechindustrial.crystal_plated_green.name
newtechindustrial:crystal_hexa_green, tile.newtechindustrial.crystal_hexa_green.name
newtechindustrial:crystal_red_block, tile.newtechindustrial.crystal_red_block.name
newtechindustrial:crystal_casing_red, tile.newtechindustrial.crystal_casing_red.name
newtechindustrial:crystal_glass_red, tile.newtechindustrial.crystal_glass_red.name
newtechindustrial:crystal_reinforced_glass_red, tile.newtechindustrial.crystal_reinforced_glass_red.name
newtechindustrial:crystal_lamp_red, tile.newtechindustrial.crystal_lamp_red.name
newtechindustrial:crystal_lamp_comp_red, tile.newtechindustrial.crystal_lamp_comp_red.name
newtechindustrial:crystal_plated_red, tile.newtechindustrial.crystal_plated_red.name
newtechindustrial:crystal_hexa_red, tile.newtechindustrial.crystal_hexa_red.name
newtechindustrial:crystal_white_block, tile.newtechindustrial.crystal_white_block.name
newtechindustrial:crystal_casing_white, tile.newtechindustrial.crystal_casing_white.name
newtechindustrial:crystal_glass_white, tile.newtechindustrial.crystal_glass_white.name
newtechindustrial:crystal_reinforced_glass_white, tile.newtechindustrial.crystal_reinforced_glass_white.name
newtechindustrial:crystal_lamp_white, tile.newtechindustrial.crystal_lamp_white.name
newtechindustrial:crystal_lamp_comp_white, tile.newtechindustrial.crystal_lamp_comp_white.name
newtechindustrial:crystal_plated_white, tile.newtechindustrial.crystal_plated_white.name
newtechindustrial:crystal_hexa_white, tile.newtechindustrial.crystal_hexa_white.name
newtechindustrial:crystal_yellow_block, tile.newtechindustrial.crystal_yellow_block.name
newtechindustrial:crystal_casing_yellow, tile.newtechindustrial.crystal_casing_yellow.name
newtechindustrial:crystal_glass_yellow, tile.newtechindustrial.crystal_glass_yellow.name
newtechindustrial:crystal_reinforced_glass_yellow, tile.newtechindustrial.crystal_reinforced_glass_yellow.name
newtechindustrial:crystal_lamp_yellow, tile.newtechindustrial.crystal_lamp_yellow.name
newtechindustrial:crystal_lamp_comp_yellow, tile.newtechindustrial.crystal_lamp_comp_yellow.name
newtechindustrial:crystal_plated_yellow, tile.newtechindustrial.crystal_plated_yellow.name
newtechindustrial:crystal_hexa_yellow, tile.newtechindustrial.crystal_hexa_yellow.name
newtechindustrial:crystal_magenta_block, tile.newtechindustrial.crystal_magenta_block.name
newtechindustrial:crystal_casing_magenta, tile.newtechindustrial.crystal_casing_magenta.name
newtechindustrial:crystal_glass_magenta, tile.newtechindustrial.crystal_glass_magenta.name
newtechindustrial:crystal_reinforced_glass_magenta, tile.newtechindustrial.crystal_reinforced_glass_magenta.name
newtechindustrial:crystal_lamp_magenta, tile.newtechindustrial.crystal_lamp_magenta.name
newtechindustrial:crystal_lamp_comp_magenta, tile.newtechindustrial.crystal_lamp_comp_magenta.name
newtechindustrial:crystal_plated_magenta, tile.newtechindustrial.crystal_plated_magenta.name
newtechindustrial:crystal_hexa_magenta, tile.newtechindustrial.crystal_hexa_magenta.name
newtechindustrial:ore_crystal_black, tile.newtechindustrial.ore_crystal_black.name
newtechindustrial:ore_crystal_blue, tile.newtechindustrial.ore_crystal_blue.name
newtechindustrial:ore_crystal_green, tile.newtechindustrial.ore_crystal_green.name
newtechindustrial:ore_crystal_red, tile.newtechindustrial.ore_crystal_red.name
newtechindustrial:ore_crystal_white, tile.newtechindustrial.ore_crystal_white.name
newtechindustrial:ore_crystal_sunnarium, tile.newtechindustrial.ore_crystal_sunnarium.name
newtechindustrial:macerator, tile.newtechindustrial.macerator.name
newtechindustrial:electric_furnace, tile.newtechindustrial.electric_furnace.name
newtechindustrial:crucible, tile.newtechindustrial.crucible.name
newtechindustrial:alloy_smelter, tile.newtechindustrial.alloy_smelter.name
newtechindustrial:compressor, tile.newtechindustrial.compressor.name
newtechindustrial:quarry, tile.newtechindustrial.quarry.name
newtechindustrial:quarry_marker, tile.newtechindustrial.quarry_marker.name
newtechindustrial:quarry_frame, tile.newtechindustrial.quarry_frame.name
newtechindustrial:metal_former, tile.newtechindustrial.metal_former.name
newtechindustrial:molecular_combiner, tile.newtechindustrial.molecular_combiner.name
newtechindustrial:matter_generator, tile.newtechindustrial.matter_generator.name
newtechindustrial:matter_replicator, tile.newtechindustrial.matter_replicator.name
newtechindustrial:electric_pump, tile.newtechindustrial.electric_pump.name
newtechindustrial:peaceful_grinder, tile.newtechindustrial.peaceful_grinder.name
newtechindustrial:fluid_capacitor, tile.newtechindustrial.fluid_capacitor.name
newtechindustrial:energy_capacitor, tile.newtechindustrial.energy_capacitor.name
newtechindustrial:trading_machine, tile.newtechindustrial.trading_machine.name
newtechindustrial:chunk_loader, tile.newtechindustrial.chunk_loader.name
newtechindustrial:quantum_trasher, tile.newtechindustrial.quantum_trasher.name
newtechindustrial:industrial_crafter, tile.newtechindustrial.industrial_crafter.name
newtechindustrial:quantum_lamp, tile.newtechindustrial.quantum_lamp.name
newtechindustrial:auto_sieve, tile.auto_sieve.name
newtechindustrial:manual_sieve, tile.manual_sieve.name
newtechindustrial:wooden_barrel, tile.wooden_barrel.name
newtechindustrial:stone_barrel, tile.stone_barrel.name
newtechindustrial:drum:0, tile.newtechindustrial.drum_basic.name
newtechindustrial:drum:1, tile.newtechindustrial.drum_advanced.name
newtechindustrial:transfer_pipe, tile.newtechindustrial.transfer_pipe.name
newtechindustrial:transfer_node_item, tile.newtechindustrial.transfer_node_item.name
newtechindustrial:transfer_node_fluid, tile.newtechindustrial.transfer_node_fluid.name
newtechindustrial:transfer_node_energy, tile.newtechindustrial.transfer_node_energy.name
newtechindustrial:generator_solar_t1, tile.newtechindustrial.generator_solar_t1.name
newtechindustrial:generator_solar_t2, tile.newtechindustrial.generator_solar_t2.name
newtechindustrial:generator_solar_t3, tile.newtechindustrial.generator_solar_t3.name
newtechindustrial:generator_solid_t1, tile.newtechindustrial.generator_solid_t1.name
newtechindustrial:generator_solid_t2, tile.newtechindustrial.generator_solid_t2.name
newtechindustrial:generator_solid_t3, tile.newtechindustrial.generator_solid_t3.name
newtechindustrial:generator_geothermal_t1, tile.newtechindustrial.generator_geothermal_t1.name
newtechindustrial:generator_geothermal_t2, tile.newtechindustrial.generator_geothermal_t2.name
newtechindustrial:generator_geothermal_t3, tile.newtechindustrial.generator_geothermal_t3.name
newtechindustrial:industrial_storage_black, tile.newtechindustrial.industrial_storage_black.name
newtechindustrial:industrial_storage_white, tile.newtechindustrial.industrial_storage_white.name
newtechindustrial:industrial_storage_red, tile.newtechindustrial.industrial_storage_red.name
newtechindustrial:industrial_storage_green, tile.newtechindustrial.industrial_storage_green.name
newtechindustrial:industrial_storage_blue, tile.newtechindustrial.industrial_storage_blue.name
newtechindustrial:ender_link_fluid, tile.ender_link_fluid.name
newtechindustrial:ender_link_energy, tile.ender_link_energy.name
newtechindustrial:ender_link_item, tile.ender_link_item.name
newtechindustrial:aluminium_wire, item.aluminium_wire.name
newtechindustrial:copper_wire, item.copper_wire.name
newtechindustrial:gold_wire, item.gold_wire.name
newtechindustrial:electrum_wire, item.electrum_wire.name
newtechindustrial:enderium_wire, item.enderium_wire.name
newtechindustrial:signalum_wire, item.signalum_wire.name
newtechindustrial:insulated_aluminium_wire, item.insulated_aluminium_wire.name
newtechindustrial:insulated_copper_wire, item.insulated_copper_wire.name
newtechindustrial:insulated_gold_wire, item.insulated_gold_wire.name
newtechindustrial:insulated_electrum_wire, item.insulated_electrum_wire.name
newtechindustrial:insulated_enderium_wire, item.insulated_enderium_wire.name
newtechindustrial:insulated_signalum_wire, item.insulated_signalum_wire.name
newtechindustrial:carbon_pieces, item.carbon_pieces.name
newtechindustrial:graphite_plate, item.graphite_plate.name
newtechindustrial:pure_graphite_ingot, item.pure_graphite_ingot.name
newtechindustrial:red_matter, item.red_matter.name
newtechindustrial:sunnarium, item.sunnarium.name
newtechindustrial:purified_sunnarium, item.purified_sunnarium.name
newtechindustrial:layered_aluminum_plate, item.layered_aluminum_plate.name
newtechindustrial:layered_copper_plate, item.layered_copper_plate.name
newtechindustrial:layered_gold_plate, item.layered_gold_plate.name
newtechindustrial:layered_iron_plate, item.layered_iron_plate.name
newtechindustrial:layered_silver_plate, item.layered_silver_plate.name
newtechindustrial:layered_electrum_plate, item.layered_electrum_plate.name
newtechindustrial:layered_enderium_plate, item.layered_enderium_plate.name
newtechindustrial:layered_signalum_plate, item.layered_signalum_plate.name
newtechindustrial:layered_graphite_plate, item.layered_graphite_plate.name
newtechindustrial:layered_iridium_plate, item.layered_iridium_plate.name
newtechindustrial:molecular_core, item.molecular_core.name
newtechindustrial:energy_transformer_core, item.energy_transformer_core.name
newtechindustrial:crystal_logic_core, item.crystal_logic_core.name
newtechindustrial:crystal_memory_core, item.crystal_memory_core.name
newtechindustrial:crystal_processor, item.crystal_processor.name
newtechindustrial:crystal_component, item.crystal_component.name
newtechindustrial:soc_basic, item.soc_basic.name
newtechindustrial:soc_advanced, item.soc_advanced.name
newtechindustrial:crystal_black, item.crystal_black.name
newtechindustrial:crystal_blue, item.crystal_blue.name
newtechindustrial:crystal_green, item.crystal_green.name
newtechindustrial:crystal_red, item.crystal_red.name
newtechindustrial:crystal_white, item.crystal_white.name
newtechindustrial:crystal_yellow, item.crystal_yellow.name
newtechindustrial:crystal_magenta, item.crystal_magenta.name
newtechindustrial:crystal_sunnarium, item.crystal_sunnarium.name
newtechindustrial:crystal_wafer_black, item.crystal_wafer_black.name
newtechindustrial:crystal_wafer_blue, item.crystal_wafer_blue.name
newtechindustrial:crystal_wafer_green, item.crystal_wafer_green.name
newtechindustrial:crystal_wafer_red, item.crystal_wafer_red.name
newtechindustrial:crystal_wafer_white, item.crystal_wafer_white.name
newtechindustrial:electric_coil, item.electric_coil.name
newtechindustrial:electric_motor, item.electric_motor.name
newtechindustrial:heating_coil, item.heating_coil.name
newtechindustrial:uranium_pellet, item.uranium_pellet.name
newtechindustrial:yellorium_pellet, item.yellorium_pellet.name
newtechindustrial:reactor_fuel_tube, item.reactor_fuel_tube.name
newtechindustrial:reactor_fuel_rod_assembly, item.reactor_fuel_rod_assembly.name
newtechindustrial:dragon_soul, item.dragon_soul.name
newtechindustrial:dragon_egg_shell, item.dragon_egg_shell.name
newtechindustrial:cobalt_blade, item.cobalt_blade.name
newtechindustrial:tech_coin_silver, item.tech_coin_silver.name
newtechindustrial:tech_coin_gold, item.tech_coin_gold.name
newtechindustrial:tech_coin_diamond, item.tech_coin_diamond.name
newtechindustrial:tech_coin_rubin, item.tech_coin_rubin.name
newtechindustrial:chunkloader_tablet, item.chunkloader_tablet.name
newtechindustrial:ore_chunk:0, item.newtechindustrial.ore_chunk_iron.name
newtechindustrial:ore_chunk:1, item.newtechindustrial.ore_chunk_gold.name
newtechindustrial:ore_chunk:2, item.newtechindustrial.ore_chunk_copper.name
newtechindustrial:ore_chunk:3, item.newtechindustrial.ore_chunk_tin.name
newtechindustrial:ore_chunk:4, item.newtechindustrial.ore_chunk_silver.name
newtechindustrial:ore_chunk:5, item.newtechindustrial.ore_chunk_lead.name
newtechindustrial:ore_chunk:6, item.newtechindustrial.ore_chunk_aluminum.name
newtechindustrial:ore_chunk:7, item.newtechindustrial.ore_chunk_nickel.name
newtechindustrial:ore_chunk:8, item.newtechindustrial.ore_chunk_platinum.name
newtechindustrial:ore_chunk:9, item.newtechindustrial.ore_chunk_iridium.name
newtechindustrial:ore_chunk:10, item.newtechindustrial.ore_chunk_osmium.name
newtechindustrial:ore_chunk:11, item.newtechindustrial.ore_chunk_uranium.name
newtechindustrial:ore_chunk:12, item.newtechindustrial.ore_chunk_yellorium.name
newtechindustrial:ore_chunk:13, item.newtechindustrial.ore_chunk_zinc.name
newtechindustrial:ore_chunk:14, item.newtechindustrial.ore_chunk_boron.name
newtechindustrial:ore_chunk:15, item.newtechindustrial.ore_chunk_lithium.name
newtechindustrial:ore_chunk:16, item.newtechindustrial.ore_chunk_magnesium.name
newtechindustrial:ore_chunk:17, item.newtechindustrial.ore_chunk_thorium.name
newtechindustrial:ore_chunk:18, item.newtechindustrial.ore_chunk_cobalt.name
newtechindustrial:ore_chunk:19, item.newtechindustrial.ore_chunk_ardite.name
newtechindustrial:ore_chunk:20, item.newtechindustrial.ore_chunk_coal.name
newtechindustrial:ore_chunk:21, item.newtechindustrial.ore_chunk_redstone.name
newtechindustrial:ore_chunk:22, item.newtechindustrial.ore_chunk_lapis.name
newtechindustrial:ore_chunk:23, item.newtechindustrial.ore_chunk_diamond.name
newtechindustrial:ore_chunk:24, item.newtechindustrial.ore_chunk_emerald.name
newtechindustrial:ore_chunk:25, item.newtechindustrial.ore_chunk_quartz.name
newtechindustrial:ore_chunk:26, item.newtechindustrial.ore_chunk_glowstone.name
newtechindustrial:ore_dust:0, item.newtechindustrial.ore_dust_iron.name
newtechindustrial:ore_dust:1, item.newtechindustrial.ore_dust_gold.name
newtechindustrial:ore_dust:2, item.newtechindustrial.ore_dust_copper.name
newtechindustrial:ore_dust:3, item.newtechindustrial.ore_dust_tin.name
newtechindustrial:ore_dust:4, item.newtechindustrial.ore_dust_silver.name
newtechindustrial:ore_dust:5, item.newtechindustrial.ore_dust_lead.name
newtechindustrial:ore_dust:6, item.newtechindustrial.ore_dust_aluminum.name
newtechindustrial:ore_dust:7, item.newtechindustrial.ore_dust_nickel.name
newtechindustrial:ore_dust:8, item.newtechindustrial.ore_dust_platinum.name
newtechindustrial:ore_dust:9, item.newtechindustrial.ore_dust_iridium.name
newtechindustrial:ore_dust:10, item.newtechindustrial.ore_dust_osmium.name
newtechindustrial:ore_dust:11, item.newtechindustrial.ore_dust_uranium.name
newtechindustrial:ore_dust:12, item.newtechindustrial.ore_dust_yellorium.name
newtechindustrial:ore_dust:13, item.newtechindustrial.ore_dust_zinc.name
newtechindustrial:ore_dust:14, item.newtechindustrial.ore_dust_boron.name
newtechindustrial:ore_dust:15, item.newtechindustrial.ore_dust_lithium.name
newtechindustrial:ore_dust:16, item.newtechindustrial.ore_dust_magnesium.name
newtechindustrial:ore_dust:17, item.newtechindustrial.ore_dust_thorium.name
newtechindustrial:ore_dust:18, item.newtechindustrial.ore_dust_cobalt.name
newtechindustrial:ore_dust:19, item.newtechindustrial.ore_dust_ardite.name
newtechindustrial:ore_dust:20, item.newtechindustrial.ore_dust_coal.name
newtechindustrial:ore_dust:21, item.newtechindustrial.ore_dust_redstone.name
newtechindustrial:ore_dust:22, item.newtechindustrial.ore_dust_lapis.name
newtechindustrial:ore_dust:23, item.newtechindustrial.ore_dust_diamond.name
newtechindustrial:ore_dust:24, item.newtechindustrial.ore_dust_emerald.name
newtechindustrial:ore_dust:25, item.newtechindustrial.ore_dust_quartz.name
newtechindustrial:ore_dust:26, item.newtechindustrial.ore_dust_glowstone.name
newtechindustrial:ore_piece:0, item.newtechindustrial.ore_piece_iron.name
newtechindustrial:ore_piece:1, item.newtechindustrial.ore_piece_gold.name
newtechindustrial:ore_piece:2, item.newtechindustrial.ore_piece_copper.name
newtechindustrial:ore_piece:3, item.newtechindustrial.ore_piece_tin.name
newtechindustrial:ore_piece:4, item.newtechindustrial.ore_piece_silver.name
newtechindustrial:ore_piece:5, item.newtechindustrial.ore_piece_lead.name
newtechindustrial:ore_piece:6, item.newtechindustrial.ore_piece_aluminum.name
newtechindustrial:ore_piece:7, item.newtechindustrial.ore_piece_nickel.name
newtechindustrial:ore_piece:8, item.newtechindustrial.ore_piece_platinum.name
newtechindustrial:ore_piece:9, item.newtechindustrial.ore_piece_iridium.name
newtechindustrial:ore_piece:10, item.newtechindustrial.ore_piece_osmium.name
newtechindustrial:ore_piece:11, item.newtechindustrial.ore_piece_uranium.name
newtechindustrial:ore_piece:12, item.newtechindustrial.ore_piece_yellorium.name
newtechindustrial:ore_piece:13, item.newtechindustrial.ore_piece_zinc.name
newtechindustrial:ore_piece:14, item.newtechindustrial.ore_piece_boron.name
newtechindustrial:ore_piece:15, item.newtechindustrial.ore_piece_lithium.name
newtechindustrial:ore_piece:16, item.newtechindustrial.ore_piece_magnesium.name
newtechindustrial:ore_piece:17, item.newtechindustrial.ore_piece_thorium.name
newtechindustrial:ore_piece:18, item.newtechindustrial.ore_piece_cobalt.name
newtechindustrial:ore_piece:19, item.newtechindustrial.ore_piece_ardite.name
newtechindustrial:ore_piece:20, item.newtechindustrial.ore_piece_coal.name
newtechindustrial:ore_piece:21, item.newtechindustrial.ore_piece_redstone.name
newtechindustrial:ore_piece:22, item.newtechindustrial.ore_piece_lapis.name
newtechindustrial:ore_piece:23, item.newtechindustrial.ore_piece_diamond.name
newtechindustrial:ore_piece:24, item.newtechindustrial.ore_piece_emerald.name
newtechindustrial:ore_piece:25, item.newtechindustrial.ore_piece_quartz.name
newtechindustrial:ore_piece:26, item.newtechindustrial.ore_piece_glowstone.name
newtechindustrial:icons_1, item.icons_1.name
newtechindustrial:icons_2, item.icons_2.name
newtechindustrial:icons_3, item.icons_3.name
newtechindustrial:icons_4, item.icons_4.name
newtechindustrial:icons_5, item.icons_5.name
newtechindustrial:icons_6, item.icons_6.name
newtechindustrial:icons_7, item.icons_7.name
newtechindustrial:icons_8, item.icons_8.name
newtechindustrial:icons_9, item.icons_9.name
newtechindustrial:icons_10, item.icons_10.name
newtechindustrial:icons_11, item.icons_11.name
newtechindustrial:icons_12, item.icons_12.name
newtechindustrial:icons_13, item.icons_13.name
newtechindustrial:icons_14, item.icons_14.name
newtechindustrial:icons_15, item.icons_15.name
newtechindustrial:icons_16, item.icons_16.name
newtechindustrial:icons_17, item.icons_17.name
newtechindustrial:icons_18, item.icons_18.name
newtechindustrial:icons_19, item.icons_19.name
newtechindustrial:icons_20, item.icons_20.name
newtechindustrial:icons_21, item.icons_21.name
newtechindustrial:icons_22, item.icons_22.name
newtechindustrial:icons_23, item.icons_23.name
newtechindustrial:icons_24, item.icons_24.name
newtechindustrial:icons_25, item.icons_25.name
newtechindustrial:icons_26, item.icons_26.name
newtechindustrial:icons_27, item.icons_27.name
newtechindustrial:icons_28, item.icons_28.name
newtechindustrial:icons_29, item.icons_29.name
newtechindustrial:icons_30, item.icons_30.name
newtechindustrial:icons_31, item.icons_31.name
